#;SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
0;;Jugador000;;;;;100;0
1;;Jugador001;;;;;100;1
2;;Jugador002;;;;;100;2
3;;Jugador003;;;;;100;3
4;;Jugador004;;;;;100;4
5;;Jugador005;;;;;100;5
6;;Jugador006;;;;;100;6
7;;Jugador007;;;;;100;7
8;;Jugador008;;;;;100;8
9;;Jugador009;;;;;100;9
10;;Jugador0010;;;;;100;10
11;;Jugador0011;;;;;100;11
12;;Jugador0012;;;;;100;12
13;;Jugador0013;;;;;100;13
14;;Jugador0014;;;;;100;14
15;;Jugador0015;;;;;100;15
16;;Jugador0016;;;;;100;16
17;;Jugador0017;;;;;100;17
18;;Jugador0018;;;;;100;18
19;;Jugador0019;;;;;100;19
20;;Jugador0020;;;;;100;20
21;;Jugador0021;;;;;100;21
22;;Jugador0022;;;;;100;22
23;;Jugador0023;;;;;100;23
24;;Jugador0024;;;;;100;24
25;;Jugador0025;;;;;100;25
26;;Jugador0026;;;;;100;26
27;;Jugador0027;;;;;100;27
28;;Jugador0028;;;;;100;28
29;;Jugador0029;;;;;100;29
30;;Jugador0030;;;;;100;30
31;;Jugador0031;;;;;100;31
32;;Jugador0032;;;;;100;32
33;;Jugador0033;;;;;100;33
34;;Jugador0034;;;;;100;34
35;;Jugador0035;;;;;100;35
36;;Jugador0036;;;;;100;36
37;;Jugador0037;;;;;100;37
38;;Jugador0038;;;;;100;38
39;;Jugador0039;;;;;100;39
40;;Jugador0040;;;;;100;40
41;;Jugador0041;;;;;100;41
42;;Jugador0042;;;;;100;42
43;;Jugador0043;;;;;100;43
44;;Jugador0044;;;;;100;44
45;;Jugador0045;;;;;100;45
46;;Jugador0046;;;;;100;46
47;;Jugador0047;;;;;100;47
48;;Jugador0048;;;;;100;48
49;;Jugador0049;;;;;100;49
50;;Jugador0050;;;;;100;50
51;;Jugador0051;;;;;100;51
52;;Jugador0052;;;;;100;52
53;;Jugador0053;;;;;100;53
54;;Jugador0054;;;;;100;54
55;;Jugador0055;;;;;100;55
56;;Jugador0056;;;;;100;56
57;;Jugador0057;;;;;100;57
58;;Jugador0058;;;;;100;58
59;;Jugador0059;;;;;100;59
60;;Jugador0060;;;;;100;60
61;;Jugador0061;;;;;100;61
62;;Jugador0062;;;;;100;62
63;;Jugador0063;;;;;100;63
64;;Jugador0064;;;;;100;64
65;;Jugador0065;;;;;100;65
66;;Jugador0066;;;;;100;66
67;;Jugador0067;;;;;100;67
68;;Jugador0068;;;;;100;68
69;;Jugador0069;;;;;100;69
70;;Jugador0070;;;;;100;70
71;;Jugador0071;;;;;100;71
72;;Jugador0072;;;;;100;72
73;;Jugador0073;;;;;100;73
74;;Jugador0074;;;;;100;74
75;;Jugador0075;;;;;100;75
76;;Jugador0076;;;;;100;76
77;;Jugador0077;;;;;100;77
78;;Jugador0078;;;;;100;78
79;;Jugador0079;;;;;100;79
80;;Jugador0080;;;;;100;80
81;;Jugador0081;;;;;100;81
82;;Jugador0082;;;;;100;82
83;;Jugador0083;;;;;100;83
84;;Jugador0084;;;;;100;84
85;;Jugador0085;;;;;100;85
86;;Jugador0086;;;;;100;86
87;;Jugador0087;;;;;100;87
88;;Jugador0088;;;;;100;88
89;;Jugador0089;;;;;100;89
90;;Jugador0090;;;;;100;90
91;;Jugador0091;;;;;100;91
92;;Jugador0092;;;;;100;92
93;;Jugador0093;;;;;100;93
94;;Jugador0094;;;;;100;94
95;;Jugador0095;;;;;100;95
96;;Jugador0096;;;;;100;96
97;;Jugador0097;;;;;100;97
98;;Jugador0098;;;;;100;98
